code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,good_company,good_price,成长指数,价值指数,股息率,成长指数,价值指数
600182,S佳通,汽车配件,黑龙江,65.55,1.7,3.4,27.85,17.06,9.47,0.01,0,0.124,2.73,5.95,19990507,4.56,1.34,-8.25,1.77,18.22,2.8,31161,4.1,1.15,70.2,34.8,0.005,70.2,34.8
300443,金雷股份,专用机械,山东,24.69,1.59,2.38,20.5,12.14,4.34,6.84,2.87,0.339,7.54,2.22,20150422,7.84,3.29,70.08,101.43,26.54,16.39,12781,3.675,2.15,67.4,49.1,0.0062,67.4,49.1
300687,赛意信息,软件服务,广东,130.76,0.94,2.18,11.18,8.81,0.19,3.8,1.74,0.055,3.97,3.66,20170803,2.55,1.17,33.28,-52.49,24.52,2.51,9762,3.7583,2,68.1328,47.0332,0.0048,68.1328,47.0332
300707,威唐工业,专用机械,江苏,51.86,0.77,1.57,8.09,5.04,2.35,2.46,1.56,0.132,4.02,3.4,20171010,2.06,1.31,-33.31,-66.66,41.36,10.24,15109,3.8333,1.85,68.7328,44.9332,0.0075,68.7328,44.9332
601231,环旭电子,元器件,上海,36.98,21.76,21.76,182.22,151.88,14.87,16.64,0.76,0.179,4.3,3.08,20120220,52.89,2.43,14.05,-0.67,9.72,2.67,23059,3.8083,1.9,68.5328,45.6332,0.0127,68.5328,45.6332
300630,普利制药,化学制药,海南,58.23,1.48,2.75,12.84,3.74,3.49,2.35,0.85,0.437,3.51,14.49,20170328,4.07,1.48,40.34,70.81,84.35,34.13,6889,4.1333,1,70.1328,32.5332,0.0028,70.1328,32.5332
688029,南微医学,医疗保健,江苏,63.07,0.31,1.33,10.9,7.14,1.38,2.65,1.99,1.126,17.42,8.15,20190722,3.34,2.51,0,0,65.86,24.31,27600,4.1333,1,70.1328,32.5332,0,70.1328,32.5332
688018,乐鑫科技,半导体,上海,85.73,0.17,0.8,4.57,4.31,0.15,1,1.25,0.796,18.84,7.24,20190722,2,2.51,0,0,47.58,19.69,15729,4.1333,1,70.1328,32.5332,0,70.1328,32.5332
688016,心脉医疗,医疗保健,上海,62.43,0.14,0.72,3.58,2.01,0.47,0.97,1.35,1.181,14.02,10.52,20190722,1.22,1.69,0,0,79.43,49.44,12892,4.1333,1,70.1328,32.5332,0,70.1328,32.5332
603992,松霖科技,家居用品,福建,46.81,0.41,4.01,16.6,10.55,0,0,0,0.286,4.21,6.37,20190826,0,0,0,0,33.21,14.49,42955,4.1333,1,70.1328,32.5332,0,70.1328,32.5332
600739,辽宁成大,商贸代理,辽宁,14.09,15.3,15.3,372.23,71.46,39.57,64.04,4.19,0.493,13.86,1,19960819,121.09,7.92,-1.92,66.15,13.28,8.43,70859,3.0083,3,60.1328,60.0332,0.0129,60.1328,60.0332
603278,大业股份,钢加工,山东,12.42,1.2,2.9,39.68,25.07,9.65,6.01,2.07,0.418,5.43,1.91,20171113,6.65,2.3,14.14,19.56,15.17,9.16,16767,3.3583,2.6,64.1328,55.0332,0.0076,64.1328,55.0332
2311,海大集团,饲料,广东,40.21,15.53,15.81,198.22,107.38,49.67,20.86,1.32,0.426,5.12,6.7,20091127,40.78,2.58,19.14,12.24,11.89,3.2,12763,4.0417,1.3,69.8672,36.9668,0.0091,69.8672,36.9668
600928,西安银行,银行,陕西,11.14,4.44,44.44,2571.27,0,4.03,36.94,0.83,0.3,5.08,1.31,20190301,91.06,2.05,26.78,11.03,0,39.29,150154,2.6667,3.3,55.8672,63.4668,0.0244,55.8672,63.4668
600820,隧道股份,建筑工程,上海,10.73,31.44,31.44,801.83,437.15,29.84,68.33,2.17,0.279,6.66,0.9,19940128,94.54,3.01,15.83,4.81,12.16,5.39,160737,1.9833,3.75,46.7328,67.9332,0.0321,46.7328,67.9332
2957,科瑞技术,专用机械,深圳,86.81,0.41,4.1,22.46,19.76,2,2.36,0.58,0.207,5.24,6.85,20190726,8.86,2.16,0,0,40.38,10.22,36521,4.0833,1.15,69.9328,34.7332,0,69.9328,34.7332
2959,小熊电器,家用电器,广东,29.26,0.3,1.2,11.89,7.75,1.19,0.63,0.52,1.065,12.7,4.91,20190823,4.12,3.43,0,0,36,10.75,60075,4.0833,1.15,69.9328,34.7332,0,69.9328,34.7332
603332,苏州龙杰,化纤,江苏,20.4,0.3,1.19,15.02,12.46,2.2,6.76,5.69,0.633,10.76,2.4,20190117,4.05,3.4,0.75,-0.73,15.82,9.25,16774,3.4583,2.45,65.1328,53.0332,0.0278,65.1328,53.0332
2852,道道全,食品,湖南,14.81,1.25,2.89,25.2,16.33,6.65,10.27,3.55,0.456,6.99,1.93,20170310,7.64,2.64,9.86,-10.94,10.39,7.62,20007,3.4583,2.45,65.1328,53.0332,0.0304,65.1328,53.0332
2448,中原内配,汽车配件,河南,17.17,4.7,6.08,42.27,16.55,11.4,6.5,1.07,0.155,4.36,1.22,20100716,13.72,2.26,-10.05,-27.32,34.87,12.71,69019,2.825,3.15,57.8,61.7,0.0188,57.8,61.7
2478,常宝股份,钢加工,江苏,8.58,5.97,9.6,68.49,37.97,16.52,13.78,1.44,0.348,4.49,1.33,20100921,16.25,1.69,10.64,61.95,25.81,12.12,26708,2.6417,3.3,55.4672,63.3668,0.0207,55.4672,63.3668
603609,禾丰牧业,饲料,辽宁,17.75,8.31,9.22,83.17,40.52,18.44,8.69,0.94,0.41,5.25,2.63,20140808,28.44,3.08,12.81,118.43,9.6,4.65,29432,3.4417,2.45,64.8672,52.9668,0.0132,64.8672,52.9668
2558,巨人网络,互联网,重庆,35.35,20.24,20.24,102.27,62.28,3.64,40.03,1.98,0.249,4.35,4.05,20110302,40.45,2,-34.69,-28.98,83.36,38.64,44825,3.9667,1.45,69.2672,39.0668,0.0095,69.2672,39.0668
600409,三友化工,化工原料,河北,14.2,20.37,20.64,260.63,84.65,150.07,35.45,1.72,0.189,5.32,1.01,20030618,49.33,2.39,4.91,-66.88,20.15,3.73,79605,1.9417,3.75,46.0672,67.7668,0.044,46.0672,67.7668
300347,泰格医药,医疗保健,浙江,66.95,5.29,7.5,64.2,35.05,2.2,19.58,2.61,0.47,4.9,12.84,20120817,11.89,1.59,29.49,61.04,47.55,26.33,17009,4.1,1,69.6,32.4,0.0038,69.6,32.4
600183,生益科技,元器件,广东,45.77,22.76,22.76,136.14,78.75,34.69,12.94,0.57,0.3,3.08,8.22,19981028,23.61,1.04,2.82,18.02,25.86,10.53,57985,4.0583,1.15,69.5328,34.6332,0.0134,69.5328,34.6332
2951,金时科技,广告包装,四川,70.75,0.45,4.05,15.6,11.49,3.61,5.37,1.33,0.145,3.37,6.11,20190315,3.92,0.97,0,0,37.63,24.86,48511,4.0583,1.15,69.5328,34.6332,0,69.5328,34.6332
2947,恒铭达,元器件,江苏,55.02,0.3,1.22,11.98,10.52,1.24,6.92,5.7,0.54,9.17,6.23,20190201,2.82,2.32,9,45.45,51.33,29.48,23469,4.0583,1.15,69.5328,34.6332,0.0035,69.5328,34.6332
603303,得邦照明,家用电器,浙江,17.58,1.21,4.88,37.68,29.6,3.02,8.42,1.73,0.25,5.07,1.74,20170330,11.48,2.35,5.74,9.62,17.57,6.18,18720,3.4333,2.45,64.7328,52.9332,0.02,64.7328,52.9332
600933,爱柯迪,汽车配件,浙江,21.68,2.65,8.57,49.16,28.51,14.28,18.16,2.12,0.236,4.46,2.29,20171117,10.3,1.2,1.19,-13.49,32.83,16.11,38576,3.4333,2.45,64.7328,52.9332,0.0224,64.7328,52.9332
300724,捷佳伟创,专用机械,深圳,22.34,1.7,3.2,51.72,47.77,2.09,11.44,3.58,0.72,7.5,4.29,20180810,8.75,2.73,56.05,24.95,33.57,18.92,18219,3.9583,1.45,69.1328,39.0332,0.0058,69.1328,39.0332
603283,赛腾股份,专用机械,江苏,31.55,0.41,1.7,14.57,9.01,1.98,3.25,1.91,0.37,4.77,4.7,20171225,2.66,1.57,12.41,12.39,48.51,12.11,12574,3.9583,1.45,69.1328,39.0332,0.0136,69.1328,39.0332
2878,元隆雅图,文教休闲,北京,26.18,0.39,1.3,10.46,8.12,0.1,2.72,2.09,0.458,4.83,4.96,20170606,2.14,1.64,52.83,22.34,23.21,8.8,6831,3.9583,1.45,69.1328,39.0332,0.0126,69.1328,39.0332
600346,恒力石化,化纤,辽宁,12.39,46.32,70.39,1551.68,426.52,558.01,184.71,2.62,0.571,4.19,3.38,20010820,46.18,0.66,60.04,113.62,17.42,9.5,25070,3.3167,2.6,63.4672,54.8668,0.0285,63.4672,54.8668
603697,有友食品,食品,重庆,24.93,0.8,3.05,16.63,12.59,2.9,4.91,1.61,0.37,5.04,3.05,20190508,6.79,2.23,0,0,36.97,19.65,36438,3.8333,1.75,68.3328,43.3332,0,68.3328,43.3332
601360,三六零,互联网,江苏,18.6,3.97,67.64,325.21,227.65,4.38,58.91,0.87,0.599,3.98,5.61,20120116,114.74,1.7,-1.67,163.66,66.29,68.4,57835,4.0083,1.3,69.3328,36.8332,0.0024,69.3328,36.8332
600901,江苏租赁,多元金融,江苏,11.33,18.2,29.87,645.89,0,4.71,43.16,1.45,0.263,3.75,1.59,20180301,26.06,0.87,20.21,22.29,0,55.23,110745,2.4167,3.45,52.4672,64.8668,0.0342,52.4672,64.8668
300326,凯利泰,医疗保健,上海,27.73,7.05,7.22,35.16,17.57,2.43,7.55,1.05,0.213,3.58,3.3,20120613,11.32,1.57,24.49,38.56,64.21,27.06,22153,3.8917,1.6,68.6672,41.1668,0.0065,68.6672,41.1668
300398,飞凯材料,染料涂料,上海,27.18,4.29,5.18,37,15.16,7.03,9.49,1.83,0.237,4.42,2.91,20141009,7.79,1.51,0.5,-21.36,43,16.41,19865,3.825,1.75,68.2,43.3,0.0066,68.2,43.3
2475,立讯精密,元器件,深圳,44.07,53.44,53.49,387.01,232.35,111.46,35.95,0.67,0.281,3.13,7.89,20100915,86.32,1.61,78.29,81.82,19.24,7,67534,4,1.3,69.2,36.8,0.0016,69.2,36.8
603429,集友股份,广告包装,安徽,66.02,1.27,2.66,10.37,3.73,4.58,0.92,0.35,0.31,2.66,14.24,20170124,3.07,1.15,57.75,40.78,44.65,26.23,4148,4.0833,1,69.3328,32.3332,0.004,69.3328,32.3332
688015,交控科技,运输设备,北京,111.12,0.33,1.6,23.95,20.97,1.3,1.09,0.68,0.27,3.37,13.33,20190722,1.57,0.98,0,0,29.33,5.75,29036,4.0833,1,69.3328,32.3332,0,69.3328,32.3332
688020,方邦股份,元器件,广东,60.66,0.18,0.8,5.18,4.17,0.52,1.04,1.3,0.8,18.22,5.32,20190722,2.88,3.59,0,0,70,46.01,16851,4.0833,1,69.3328,32.3332,0,69.3328,32.3332
688188,柏楚电子,软件服务,上海,65.95,0.23,1,4.4,3.26,0.06,1.34,1.34,1.183,20.2,7.72,20190808,1.87,1.87,0,0,81.36,67.69,21083,4.0833,1,69.3328,32.3332,0,69.3328,32.3332
2074,国轩高科,电气设备,江苏,20.31,10.12,11.37,226.58,130.49,45.88,45.71,4.02,0.309,7.69,1.63,20061018,32.95,2.9,38.36,-24.49,29.51,9.75,64572,3.3417,2.55,63.6672,54.1668,0.008,63.6672,54.1668
2366,台海核电,专用机械,四川,31.47,4.89,8.67,72.88,41.61,21.8,7.4,0.85,0.141,3.56,2.49,20100312,18.71,2.16,-41.92,-72.06,56.29,21.61,45622,3.45,2.4,64.8,52.2,0.0042,64.8,52.2
600208,新湖中宝,全国地产,浙江,7.27,85.98,85.99,1464.82,962.09,5.36,79.72,0.93,0.2,4.04,0.72,19990623,173.09,2.01,30.11,18.08,38.73,23.65,108950,2.1667,3.6,49.0672,66.2668,0.0204,49.0672,66.2668
300625,三雄极光,半导体,广东,28.04,0.92,2.8,27.86,21.87,3.49,12.08,4.32,0.242,7.39,1.84,20170317,5.15,1.84,0.98,-27.98,33.01,6.32,30867,3.6083,2.15,66.3328,48.8332,0.0092,66.3328,48.8332
778,新兴铸管,钢加工,河北,9.7,39.21,39.91,497.17,242.06,157.45,85.96,2.15,0.205,5.38,0.74,19970606,83.02,2.08,5.61,-27.8,12.86,3.85,183348,1.8917,3.75,45.2672,67.5668,0.0508,45.2672,67.5668
603967,中创物流,仓储物流,山东,24.5,0.67,2.67,25.03,17.95,2.29,8.96,3.36,0.42,7.11,2.42,20190429,6.34,2.38,0,0,7.61,4.35,35578,3.5083,2.3,65.3328,50.8332,0,65.3328,50.8332
2598,山东章鼓,机械基件,山东,23.51,2.7,3.12,13.95,9.97,1.72,2.12,0.68,0.139,2.63,2.48,20110707,2.24,0.72,20.64,12.76,33.65,8.3,17616,3.2917,2.6,63.0672,54.7668,0.0313,63.0672,54.7668
300788,中信出版,出版业,北京,31.07,0.48,1.9,18.3,16.21,0.16,1.56,0.82,0.686,4.94,8.62,20190705,5.66,2.97,0,0,38.76,14.56,24936,4.0333,1.15,69.1328,34.5332,0,69.1328,34.5332
2707,众信旅游,旅游服务,北京,21.59,5.31,8.79,61.46,36.8,0.97,4.87,0.55,0.125,2.6,2.08,20140123,9.2,1.05,-1.09,-20.37,10.9,1.93,36670,3.6,2.15,66.2,48.8,0.0043,66.2,48.8
710,贝瑞基因,医疗保健,四川,23.71,2.31,3.55,26.16,15.66,5.36,9.93,2.8,0.707,6.13,5.47,19970422,7.75,2.19,16.87,71.95,61.15,33.3,17307,3.9333,1.45,68.7328,38.9332,0,68.7328,38.9332
603607,京华激光,造纸,浙江,27.29,0.32,1.28,9.49,5.49,2.01,4.24,3.33,0.341,6.05,3.08,20171025,2.02,1.59,14.01,3.15,32.56,14.67,16651,3.7333,1.9,67.3328,45.3332,0.0166,67.3328,45.3332
2920,德赛西威,汽车配件,广东,61.17,1.22,5.5,54.75,41.5,5.5,20.7,3.76,0.186,7.21,3.15,20171226,11.48,2.09,-20.59,-64.37,22.08,4.5,28000,3.7583,1.85,67.5328,44.6332,0.0089,67.5328,44.6332
600816,安信信托,多元金融,上海,1093.76,46.73,54.69,298.08,0,0.1,31.01,0.57,0.002,2.29,2.02,19940128,22.32,0.41,-91.68,-98.93,0,8.62,137139,2.8167,3.1,57.4672,60.8668,0,57.4672,60.8668
601336,新华保险,保险,北京,7.27,20.85,31.2,8081.24,0,87.38,238.89,7.66,3.38,24.55,2,20111216,387.69,12.43,7.84,81.84,0,11.69,54885,3.2833,2.6,62.9328,54.7332,0.016,62.9328,54.7332
601857,中国石油,石油开采,北京,19.83,1619.22,1830.21,26377.79,4813.93,6785.88,1271.66,0.69,0.155,6.7,0.92,20071105,7381.16,4.03,7.89,4.93,21.01,2.38,533290,2.3667,3.45,51.6672,64.6668,0.0292,51.6672,64.6668
688019,安集科技,半导体,上海,129.99,0.12,0.53,4.57,3.65,0.5,2.47,4.66,0.551,16.02,8.94,20190722,0.82,1.54,0,0,48.26,22.67,11620,4.0583,1,68.9328,32.2332,0,68.9328,32.2332
600039,四川路桥,建筑工程,四川,8.02,34.57,36.11,918.22,459.77,22.73,31.15,0.86,0.211,4.05,0.83,20030325,69.89,1.94,13.92,59.12,11.27,4.32,137012,1.625,3.85,41.4,68.1,0.015,41.4,68.1
717,韶钢松山,普钢,广东,4.64,24.2,24.2,159.68,48.26,100.56,32.09,1.33,0.416,2.97,1.3,19970508,9.49,0.39,13.76,-42.67,10.88,7.3,124439,3.05,2.85,60.2,57.8,0,60.2,57.8
2853,皮阿诺,家居用品,广东,23.65,0.5,1.55,17.38,12.89,2.69,4.89,3.15,0.382,6.81,2.66,20170310,3.61,2.32,25.24,22.37,35.41,10.7,15838,3.4833,2.3,64.9328,50.7332,0.0111,64.9328,50.7332
600403,大有能源,煤炭开采,河南,38.14,23.91,23.91,174.02,80.49,69.67,3.29,0.14,0.046,3.53,1,20031009,41.06,1.72,-23.14,-75.26,27,3.73,20081,3,2.9,59.6,58.4,0.0236,59.6,58.4
966,长源电力,火力发电,湖北,11.83,11.08,11.08,94.08,14.98,62.83,9.52,0.86,0.23,3.37,1.61,20000316,14.02,1.27,17.74,955.17,15.3,7.49,49537,3.6333,2.05,66.3328,47.3332,0.0113,66.3328,47.3332
603267,鸿远电子,元器件,北京,29.09,0.41,1.65,23.42,21.01,1.32,12.89,7.8,1.072,12.38,5.04,20190515,5.47,3.31,0,0,59.53,32.6,21287,3.9083,1.45,68.3328,38.8332,0,68.3328,38.8332
2953,日丰股份,电气设备,广东,37.98,0.43,1.72,12.42,10.33,1.13,3.56,2.07,0.4,5.16,4.7,20190509,3.17,1.84,0,0,19.1,7.71,28199,3.9083,1.45,68.3328,38.8332,0.005,68.3328,38.8332
603466,风语筑,文教休闲,上海,16.78,0.89,2.92,34.47,30.58,2.04,7.87,2.7,0.495,5.3,3.13,20171020,4.55,1.56,12.06,12.37,29.4,14.94,21295,3.7833,1.75,67.5328,43.1332,0.0046,67.5328,43.1332
300396,迪瑞医疗,医疗保健,吉林,18.73,2.5,2.76,19.55,8.67,2.85,2.87,1.04,0.456,5.14,3.32,20140910,7.86,2.85,12.48,24.01,64.57,25.51,8691,3.7083,1.9,66.9328,45.2332,0.0165,66.9328,45.2332
300786,国林环保,环境保护,山东,43.07,0.13,0.53,6.31,4.81,1.22,1.12,2.09,0.623,7.88,6.82,20190723,2.48,4.65,0,0,40.68,18.76,26873,3.9583,1.3,68.5328,36.6332,0,68.5328,36.6332
2258,利尔化学,农药化肥,四川,20.45,5.22,5.24,70.28,28.16,27.1,8.1,1.54,0.304,5.73,2.17,20080708,14.71,2.81,12.68,-38.8,29.21,7.77,28929,3.3667,2.45,63.6672,52.6668,0.0163,63.6672,52.6668
300558,贝达药业,化学制药,浙江,109.87,1.69,4.01,37.49,6.71,5.87,6.27,1.56,0.218,5.6,8.55,20161107,10.41,2.6,31.08,30.99,94.46,11.46,20627,4.0417,1,68.6672,32.1668,0.0024,68.6672,32.1668
2711,*ST欧浦,仓储物流,广东,0,10.53,10.56,6.83,1.6,1.91,0.01,0,-0.073,-2.47,-0.4,20140127,-37.65,-3.57,-95.57,-144.5,4.64,-75.29,46863,3.25,2.6,62.4,54.6,0,62.4,54.6
300484,蓝海华腾,电气设备,深圳,117.59,1.39,2.08,10.74,9.08,0.56,0.82,0.4,0.045,3.41,3.12,20160322,3.78,1.82,-22.17,-22.12,34.6,6.82,14846,3.725,1.85,67,44.5,0.0096,67,44.5
688,国城矿业,铅锌,重庆,38.3,11.37,11.37,27.24,8.32,9.59,1.89,0.17,0.136,1.97,5.3,19970120,10.49,0.92,-18.78,-39.55,41.44,27.73,18355,3.95,1.3,68.4,36.6,0.0096,68.4,36.6
600479,千金药业,中成药,湖南,23.4,4.19,4.19,35.16,26.31,4.83,5.85,1.4,0.203,4.7,2.02,20040312,7.64,1.83,13.61,25.74,44.33,5.01,30501,2.825,3.05,57.4,60.1,0.0429,57.4,60.1
300320,海达股份,橡胶,江苏,13.3,5.03,6.01,26.71,17.75,3.66,3.63,0.6,0.169,2.61,1.73,20120601,5.29,0.88,0.22,10.79,25.92,9.79,16621,3.2417,2.6,62.2672,54.5668,0.0127,62.2672,54.5668
300661,圣邦股份,元器件,北京,132.87,0.55,1.03,11.83,9.82,0.17,4.86,4.7,0.583,8.95,17.33,20170606,3.2,3.1,3.99,47.19,47.67,20.39,5071,4.0333,1,68.5328,32.1332,0.0019,68.5328,32.1332
300768,迪普科技,软件服务,浙江,83.24,0.4,4,18.77,18.33,0.18,6.83,1.71,0.231,3.85,10.01,20190412,4.19,1.05,0,0,69.37,26.92,77596,4.0333,1,68.5328,32.1332,0,68.5328,32.1332
688099,晶晨股份,半导体,上海,168.96,0.37,4.11,15.76,11.1,1.92,5.17,1.26,0.259,6.64,13.15,20190808,3.4,0.83,0,0,34.73,9.42,25515,4.0333,1,68.5328,32.1332,0,68.5328,32.1332
600161,天坛生物,生物制药,北京,50.53,10.45,10.45,57.22,38.62,8.12,2.75,0.26,0.281,3.46,8.2,19980616,20.54,1.96,27.87,22.21,49.1,18.82,27493,3.9917,1.15,68.4672,34.3668,0.0015,68.4672,34.3668
2952,亚世光电,元器件,辽宁,46.27,0.23,1.1,9.07,8.13,0.48,4.18,3.82,0.44,6.89,5.32,20190328,1.93,1.76,0,0,28.65,18.55,19220,3.8333,1.6,67.7328,40.9332,0.0126,67.7328,40.9332
603358,华达科技,汽车配件,江苏,28.81,1.38,3.14,42.6,24.87,11.99,13.73,4.38,0.221,8.17,1.56,20170125,7.8,2.49,-1.19,-51.72,13.75,3.7,17597,3.1083,2.75,60.7328,56.4332,0.0352,60.7328,56.4332
601163,三角轮胎,汽车配件,山东,13.68,2.8,8,149.56,87.35,47.5,52.25,6.53,0.471,11.99,1.07,20160909,26.98,3.37,5.53,87.2,21.47,9.69,65931,2.7,3.15,55.8,61.2,0.0159,55.8,61.2
300789,唐源电气,软件服务,四川,37.81,0.12,0.46,4.26,4,0.1,0.48,1.04,0.902,14.25,4.79,20190828,2.06,4.47,0,0,56.05,30.39,23003,3.9833,1.15,68.3328,34.3332,0,68.3328,34.3332
2153,石基信息,软件服务,北京,89.45,4.86,10.68,109.8,69.91,3.18,41.13,3.85,0.195,7.86,4.44,20070813,29.28,2.74,20.76,2.12,46.93,13.74,21512,3.9833,1.15,68.3328,34.3332,0.0029,68.3328,34.3332
300785,值得买,互联网,北京,53.11,0.13,0.53,5.34,3.19,1.97,0.93,1.74,0.878,6.54,14.26,20190715,1.95,3.66,0,0,72.08,17.12,26665,3.9833,1.15,68.3328,34.3332,0,68.3328,34.3332
300570,太辰光,元器件,深圳,34.9,0.96,2.3,14.49,11.57,2.15,5.12,2.23,0.443,5.38,5.76,20161206,4.13,1.8,43.89,63.55,34.78,23.73,17838,3.8833,1.45,67.9328,38.7332,0.0119,67.9328,38.7332
2195,二三四五,软件服务,上海,15.05,55.82,57.7,116.03,77.33,0.72,4.61,0.08,0.112,1.71,1.97,20071212,37.89,0.66,36.58,5.2,91.76,35.9,244892,3.3417,2.45,63.2672,52.5668,0.007,63.2672,52.5668
601158,重庆水务,水务,重庆,15.94,48,48,203.22,44.57,98.79,46.15,0.96,0.176,2.94,1.9,20100329,27.7,0.58,11.86,5.87,43.29,32.96,44927,2.9583,2.9,58.9328,58.2332,0.0503,58.9328,58.2332
603516,淳中科技,通信设备,北京,36.08,0.88,1.31,8.52,5.87,0.77,4.63,3.54,0.448,5.92,5.46,20180202,1.61,1.23,31.42,32.17,69.01,32.92,10665,3.9333,1.3,68.1328,36.5332,0.0094,68.1328,36.5332
603115,海星股份,元器件,江苏,39.4,0.52,2.08,10.35,6.89,2.47,0.37,0.18,0.342,5.86,4.59,20190809,5.23,2.51,0,0,27.81,13.6,52869,3.9333,1.3,68.1328,36.5332,0,68.1328,36.5332
2793,东音股份,专用机械,浙江,36.76,1.35,2.07,13.68,6.86,1.99,2.8,1.36,0.24,4.4,3.92,20160415,3.61,1.75,17.25,-9.72,26.13,8.96,16906,3.75,1.75,67,43,0.0171,67,43
603989,艾华集团,元器件,湖南,27.94,3.9,3.9,32.51,22.11,8.93,8.37,2.15,0.343,5.33,3.6,20150515,5.28,1.35,5.11,2.13,28.79,12.66,12286,3.675,1.9,66.4,45.1,0.0164,66.4,45.1
300658,延江股份,纺织,福建,26.39,0.42,1.52,13.67,7.2,3.07,4.07,2.68,0.292,5.26,2.94,20170602,2.06,1.36,50.28,168.39,29.23,9.22,7717,3.5333,2.15,65.1328,48.5332,0.0101,65.1328,48.5332
2538,司尔特,农药化肥,安徽,17.76,6.98,7.18,57.7,31.53,15.37,13.75,1.91,0.143,4.94,1.03,20110118,12.76,1.78,15.07,0.55,22.04,7.31,44555,2.4917,3.3,53.0672,62.7668,0.02,53.0672,62.7668
300677,英科医疗,医疗保健,山东,22.71,1.13,1.98,25.22,14.15,7.17,6.36,3.21,0.357,6.64,2.44,20170721,5.03,2.53,12.61,2.51,24.31,7.2,13304,3.4333,2.3,64.1328,50.5332,0.0094,64.1328,50.5332
300766,每日互动,互联网,浙江,87.78,0.4,4,17.43,16.5,0.51,8,2,0.229,4.18,9.61,20190325,4.29,1.07,0,0,75.92,36.57,77498,4.0083,1,68.1328,32.0332,0,68.1328,32.0332
2641,永高股份,塑料,浙江,12.5,9.1,11.23,55.29,32.94,17.14,6.38,0.57,0.176,2.74,1.61,20111208,10.68,0.95,20.8,138.41,24.74,7.07,27522,3.325,2.45,63,52.5,0.0075,63,52.5
2187,广百股份,百货,广东,13.3,3.42,3.42,40.69,20.3,10.06,9.14,2.67,0.31,8.03,1.03,20071122,12.17,3.55,11.34,0.2,14.62,2.53,18328,2.775,3.05,56.6,59.9,0.0369,56.6,59.9
2662,京威股份,汽车配件,北京,0,14.59,15,79.13,31.26,21.83,16.73,1.12,-0.118,3.3,0.89,20120309,14.27,0.95,-41.38,-171.72,11.32,-10.32,33346,3.3167,2.45,62.8672,52.4668,0.0072,62.8672,52.4668
600859,王府井,百货,北京,8.21,3.94,7.76,211.9,89.48,48.32,49.59,6.39,0.901,14.35,1.03,19940506,39.09,5.04,1.69,-7.48,21.04,5.21,28915,2.2583,3.45,49.9328,64.2332,0.0321,49.9328,64.2332
603737,三棵树,染料涂料,福建,50.54,1.83,1.86,44.85,26.22,7.69,3.49,1.87,0.633,7.46,8.57,20160603,8.53,4.57,66.14,99.66,38.93,5.35,6492,4,1,68,32,0.006,68,32
300787,海能实业,通信设备,江西,35.84,0.21,0.85,8.61,4.79,2.94,0.2,0.24,0.777,6.73,8.28,20190815,4.57,5.39,0,0,26.89,13.53,44069,3.9583,1.15,67.9328,34.2332,0,67.9328,34.2332
603708,家家悦,超市连锁,山东,34.33,2.04,6.08,75.01,40.97,19.47,11.63,1.91,0.372,4.41,5.78,20161213,7.83,1.29,16.68,16.85,21.55,3.12,11652,3.8583,1.45,67.5328,38.6332,0.0172,67.5328,38.6332
601107,四川成渝,路桥,四川,6.81,21.63,30.58,376.45,88.7,4.74,18.54,0.61,0.272,4.91,0.75,20090727,46.96,1.54,8.89,27.07,50.16,26.96,66428,2,3.6,46.4,65.6,0.0276,46.4,65.6
300457,赢合科技,专用机械,深圳,24.52,2.52,3.76,56.87,39.58,5.47,18.52,4.93,0.496,8.35,2.91,20150514,9.15,2.43,0.2,9.73,40.84,18.78,22575,3.725,1.75,66.6,42.9,0.0015,66.6,42.9
600705,中航资本,多元金融,黑龙江,14.73,89.76,89.76,3069.86,1613.9,111.72,62.46,0.7,0.164,3.18,1.52,19960516,99.71,1.11,51.29,-6.46,44.4,29.94,183361,2.8167,3,57.0672,59.2668,0.0084,57.0672,59.2668
300690,双一科技,电气设备,山东,20.83,0.52,1.11,11.46,8.92,1.71,5.59,5.04,0.64,8.42,3.12,20170808,2.54,2.29,51.92,58.89,39.64,19.65,10574,3.4083,2.3,63.7328,50.4332,0.0177,63.7328,50.4332
2393,力生制药,化学制药,天津,25.56,1.82,1.82,56.4,24.32,11.07,16.92,9.27,0.487,25.24,0.99,20100423,9.8,5.37,11.11,29.16,71.28,10.39,19787,2.6417,3.15,54.8672,60.9668,0.0123,54.8672,60.9668
603613,国联股份,互联网,北京,51.94,0.35,1.41,9.84,9.47,0.22,1.38,0.98,0.62,4.75,10.09,20190730,2.51,1.78,0,0,7.67,2.61,31612,3.9833,1,67.7328,31.9332,0,67.7328,31.9332
603236,移远通信,通信设备,上海,87.5,0.22,0.89,14.81,13.06,1.02,2.88,3.23,0.877,8.27,18.55,20190716,3.56,3.99,0,0,20.96,4.58,25544,3.9833,1,67.7328,31.9332,0,67.7328,31.9332
2916,深南电路,元器件,深圳,49.35,0.99,3.39,93.91,42.84,38.35,22.12,6.52,1.4,11.8,11.61,20171213,14.25,4.2,47.9,68.02,23.8,9.83,32467,3.9833,1,67.7328,31.9332,0.0047,67.7328,31.9332
