code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,good_company,good_price,成长指数,价值指数,股息率,成长指数,价值指数
300548,博创科技,元器件,浙江,278.69,0.34,0.83,7.22,4.66,1.26,2.43,2.92,0.073,7.33,5.56,20161012,2.53,3.03,54.74,-79.07,21.35,3.33,8962,2.4,1.15,43,28,0.0026,43,28
300576,容大感光,染料涂料,深圳,64.16,0.4,1.2,5.4,3.33,1.33,1.36,1.13,0.154,3.7,5.33,20161220,1.72,1.43,6.09,-4.12,31.21,8.85,10875,2.4,1.15,43,28,0.0054,43,28
300492,山鼎设计,建筑工程,四川,99.25,0.6,0.83,3.73,2.93,0.49,0.97,1.16,0.15,3.43,8.67,20151223,0.96,1.16,13.03,52.52,33.13,12.17,9528,2.4,1.15,43,28,0.017,43,28
601007,金陵饭店,酒店餐饮,江苏,43.82,3,3,30.29,9.66,12.36,4.04,1.35,0.12,4.83,2.19,20070406,6.41,2.14,12.9,-23.21,55.64,6.45,16475,2.125,1.6,40.4,34.1,0.019,40.4,34.1
600589,广东榕泰,塑料,广东,5.91,6.62,7.05,56.42,34.26,6.38,13,1.84,0.435,4.93,1.04,20010612,13.29,1.88,-9.88,258.1,28.23,42.74,44450,2.125,1.6,40.4,34.1,0.0038,40.4,34.1
930,中粮生化,农业综合,安徽,33.91,8.12,18.48,193.66,88.49,78.22,60.45,3.27,0.101,5.1,1.34,19990712,6.54,0.35,0.18,-48.99,15.22,2.09,131529,1.75,2,36,39,0.0037,36,39
600685,中船防务,船舶,广东,34.69,8.21,14.14,475.57,290.15,116.63,95.5,6.76,0.276,7.16,2.68,19931028,-17.63,-1.25,-4.91,232.47,2.42,5,68640,2.3167,1.3,42.2672,30.0668,0,42.2672,30.0668
300036,超图软件,软件服务,北京,97.68,3.72,4.5,25.63,13.42,1.57,8.31,1.85,0.091,4.32,4.1,20091225,6.19,1.38,15.63,3.42,54.44,6.38,34045,2.3167,1.3,42.2672,30.0668,0.0044,42.2672,30.0668
600272,开开实业,中成药,上海,83.41,1.6,2.43,10.52,5.42,1.68,0.15,0.06,0.047,2.08,3.78,20010228,1.44,0.59,-0.66,-46.39,23.52,2.6,28632,2.3167,1.3,42.2672,30.0668,0.0059,42.2672,30.0668
2059,云南旅游,旅游景点,云南,81.41,7.31,10.12,43.07,25.74,5.55,1.26,0.12,0.034,2.28,2.46,20060810,9.96,0.98,-15.47,-27.62,17.81,3.51,30407,2.3167,1.3,42.2672,30.0668,0.0088,42.2672,30.0668
600150,中国船舶,船舶,上海,376.89,13.78,13.78,459.41,300.4,76.13,65.73,4.77,0.033,10.9,2.27,19980520,63.92,4.64,27.95,-78.29,8.14,0.46,146663,2.3167,1.3,42.2672,30.0668,0.0044,42.2672,30.0668
2692,ST远程,电气设备,江苏,29.01,7.15,7.18,28.99,23.13,4.36,1.5,0.21,0.062,1.63,2.2,20120808,2.18,0.3,-8.89,29.97,20.01,3.46,25407,2.225,1.45,41.4,32.1,0.0029,41.4,32.1
300212,易华录,软件服务,北京,41.45,5.09,5.42,116.56,85.38,3.41,15.29,2.82,0.332,5.74,4.8,20110505,10.37,1.91,8.68,65.71,39.2,13.1,18306,2.3917,1.15,42.8672,27.9668,0.0051,42.8672,27.9668
2600,领益智造,元器件,广东,25.32,17.24,68.23,213.39,116.88,56.92,69.01,1.01,0.163,1.61,5.13,20110715,25.06,0.37,-2.25,291.72,23.05,11.61,210571,2.3917,1.15,42.8672,27.9668,0,42.8672,27.9668
600616,金枫酒业,红黄酒,上海,83.37,5.15,5.15,21.44,13.85,5.49,5.3,1.03,0.032,3.78,1.43,19920929,8.34,1.62,-12.11,-40.96,45.01,4.77,34595,2.1167,1.6,40.2672,34.0668,0.0092,40.2672,34.0668
300118,东方日升,半导体,浙江,11.52,6.96,9.01,225.67,113.35,66.35,50.74,5.63,0.55,8.72,1.42,20100902,19.17,2.13,27.59,295.52,18.52,8.01,30831,1.85,1.9,37.2,37.8,0.0051,37.2,37.8
600469,风神股份,汽车配件,河南,10.51,5.62,5.62,74,34.69,29.02,18.48,3.29,0.257,3.77,1.43,20031021,-5.24,-0.93,-4.09,260.72,21.32,4.81,28859,1.85,1.9,37.2,37.8,0.0038,37.2,37.8
600984,建设机械,工程机械,陕西,17.67,7.86,8.28,92.52,40.02,42.71,25.97,3.14,0.227,4.3,1.87,20040707,1.08,0.13,51.92,217.48,36.76,13.45,20574,1.9917,1.75,38.8672,35.9668,0,38.8672,35.9668
603066,音飞储存,仓储物流,江苏,18.8,3.01,3.02,13.09,10.51,0.89,1.9,0.63,0.192,3.26,2.22,20150611,4.44,1.47,12.24,2.51,32.69,14.7,20836,1.9917,1.75,38.8672,35.9668,0.0087,38.8672,35.9668
600693,东百集团,百货,福建,59.46,8.97,8.98,84.32,35.89,8.58,1.12,0.13,0.043,2.52,2.03,19931122,11.46,1.28,44.97,11.48,18.96,2.07,16993,1.9917,1.75,38.8672,35.9668,0,38.8672,35.9668
2822,中装建设,装修装饰,深圳,22.13,3.06,6,56.62,51.22,1.48,6.61,1.1,0.19,3.92,2.14,20161129,9.08,1.51,25.04,40.18,17.41,5.04,29185,1.9917,1.75,38.8672,35.9668,0.0036,38.8672,35.9668
2574,明牌珠宝,服饰,浙江,20.36,5.28,5.28,41.43,28.11,2.02,16.51,3.13,0.138,6.15,0.91,20110422,9.45,1.79,-11.31,20.66,11,3.44,31160,1.9917,1.75,38.8672,35.9668,0.0089,38.8672,35.9668
603321,梅轮电梯,运输设备,浙江,50.04,1.16,3.07,14.91,10.98,2.78,3.45,1.12,0.078,3.38,2.32,20170915,3.37,1.1,-7.62,-32.44,26.44,7.49,21322,2.3083,1.3,42.1328,30.0332,0.0067,42.1328,30.0332
603978,深圳新星,铝,深圳,51.15,0.76,1.6,19.62,8.58,6.56,5.81,3.63,0.362,9.18,4.03,20170807,6.77,4.23,7.11,7.3,22.68,11.09,13314,2.3083,1.3,42.1328,30.0332,0,42.1328,30.0332
300536,农尚环境,建筑工程,湖北,43.24,1.07,2.93,12.44,12.04,0.34,0.08,0.03,0.095,2,4.08,20160920,2.56,0.87,4.98,4.57,24.85,11.85,28250,2.3083,1.3,42.1328,30.0332,0.0044,42.1328,30.0332
300112,万讯自控,电器仪表,深圳,48.89,1.95,2.86,11.99,6.03,2.12,4.86,1.7,0.081,3.32,2.38,20100827,1.81,0.63,28.2,53.12,54.61,8.01,16439,2.1083,1.6,40.1328,34.0332,0.0156,40.1328,34.0332
99,中信海直,空运,深圳,27.56,6.06,6.06,59.04,22.33,23.03,10.33,1.7,0.15,5.2,1.59,20000731,12.9,2.13,19.41,112.29,25.64,12.06,60526,2.1083,1.6,40.1328,34.0332,0.0031,40.1328,34.0332
603077,和邦生物,化工原料,四川,24.19,88.31,88.31,137.57,32.12,52.69,2.13,0.02,0.034,1.25,1.31,20120731,21.87,0.25,4.96,8.67,22.11,9.72,161228,1.8417,1.9,37.0672,37.7668,0.0123,37.0672,37.7668
603378,亚士创能,染料涂料,上海,34.13,0.69,1.95,27.38,18.25,5.8,5.78,2.97,0.182,6.65,1.87,20170928,5.43,2.79,45.85,83.67,33.46,3.73,15415,1.9833,1.75,38.7328,35.9332,0.0075,38.7328,35.9332
601619,嘉泽新能,新型电力,宁夏,25.51,5.04,19.33,88.57,18.7,66.52,1.93,0.1,0.08,1.41,2.9,20170720,5.62,0.29,4.09,-1.8,58.48,27.52,63124,1.9833,1.75,38.7328,35.9332,0.011,38.7328,35.9332
601882,海天精工,机床制造,浙江,59.95,1.26,5.22,21.55,13.87,6.56,2.9,0.56,0.067,2.38,3.4,20161107,3.77,0.72,-22.79,-32.92,21.57,6.81,17818,2.3,1.3,42,30,0.0077,42,30
2864,盘龙药业,中成药,陕西,31.75,0.45,0.87,8.57,6.39,1.24,2.71,3.13,0.435,7.39,3.74,20171116,2.57,2.97,35.96,25.76,70.37,13.32,15940,2.2083,1.45,41.1328,32.0332,0.0037,41.1328,32.0332
603901,永创智能,专用机械,浙江,28.39,1.84,4.39,29.78,22.02,3.61,4.27,0.97,0.134,2.94,2.58,20150529,4.24,0.96,17.19,31.45,29.42,6.66,24598,2.2083,1.45,41.1328,32.0332,0.0072,41.1328,32.0332
601999,出版传媒,出版业,辽宁,30.18,5.51,5.51,35.61,20.85,4.27,5.25,0.95,0.098,4.07,1.45,20071221,9.98,1.81,14.43,-15.12,21.75,4.43,30273,2.1,1.6,40,34,0.0192,40,34
802,北京文化,影视音像,北京,0,7.11,7.16,65.76,40.58,0.03,31.76,4.44,-0.078,6.97,1.34,19980108,10.15,1.42,-79.54,-225.7,76.15,-89.53,59197,1.975,1.75,38.6,35.9,0.0071,38.6,35.9
300391,康跃科技,机械基件,山东,24,3.27,3.5,21.91,11.58,3.23,7.9,2.26,0.131,4.2,1.49,20140801,3.08,0.88,3.67,-31.21,31,9.99,15401,1.975,1.75,38.6,35.9,0.0055,38.6,35.9
600455,博通股份,文教休闲,陕西,64.73,0.62,0.62,6.33,1.54,4.16,1.46,2.33,0.215,2.33,12,20040329,-0.7,-1.12,4.51,1731.36,57.89,14.84,4694,2.4417,1,43.0672,25.7668,0,43.0672,25.7668
603117,万林物流,仓储物流,江苏,26.2,6.26,6.43,60.32,39.88,9.8,9.47,1.47,0.074,3.54,1.09,20150629,6.67,1.04,5.78,-24.82,44.1,9.85,35077,1.6583,2.05,34.7328,39.4332,0.0132,34.7328,39.4332
603767,中马传动,汽车配件,浙江,29.34,0.95,2.99,17.83,9.67,6.46,6.42,2.15,0.126,4.71,1.58,20170613,3.71,1.24,1.09,17.83,17.63,8.44,18235,1.6583,2.05,34.7328,39.4332,0.0206,34.7328,39.4332
603615,茶花股份,家居用品,福建,31.88,0.75,2.45,14.58,9,3.52,6.9,2.82,0.145,5.46,1.69,20170213,3.8,1.55,1.35,-8.55,29.51,9.52,21782,1.6583,2.05,34.7328,39.4332,0.0215,34.7328,39.4332
600791,京能置业,全国地产,北京,38.08,4.52,4.53,81.86,75.76,0.15,1.77,0.39,0.051,3.78,1.02,19970130,9.29,2.05,72.16,167.18,21.78,3.07,27546,1.7167,2,35.4672,38.8668,0.0042,35.4672,38.8668
603859,能科股份,软件服务,北京,48.72,0.5,1.26,13.32,9.36,0.62,4.83,3.83,0.27,7.5,3.27,20161021,3.07,2.43,82.01,158.07,44.97,10.65,10553,2.2917,1.3,41.8672,29.9668,0.0018,41.8672,29.9668
300480,光力科技,电器仪表,河南,62.21,0.94,1.92,8.39,5.31,0.43,2.43,1.27,0.124,3.7,4.16,20150702,2.43,1.27,9.12,22.6,60.02,20.91,19830,2.2917,1.3,41.8672,29.9668,0.0034,41.8672,29.9668
300353,东土科技,通信设备,北京,25.12,3.67,5.11,37.06,18.66,1.43,13.76,2.69,0.288,4.75,3.05,20120927,5.2,1.02,-14.4,369.16,45.43,46.72,62690,2.2917,1.3,41.8672,29.9668,0.0028,41.8672,29.9668
2826,易明医药,中成药,西藏,87.67,1.14,1.9,7.8,4.27,1.93,2.24,1.18,0.063,3.29,3.35,20161209,1.93,1.02,6,-23.07,32.89,5.2,22007,2.2917,1.3,41.8672,29.9668,0.0028,41.8672,29.9668
2212,南洋股份,电气设备,广东,0,8.96,11.58,98.28,32.72,6.1,56.64,4.89,-0.068,7.24,2.36,20080201,14.86,1.28,-5.76,-871.49,19.88,-3.07,13330,2.2917,1.3,41.8672,29.9668,0.0023,41.8672,29.9668
2155,湖南黄金,黄金,湖南,71.09,12.02,12.02,70.36,16.98,28.67,12.91,1.07,0.07,4.07,2.44,20070816,21.06,1.75,27.58,-39.17,6.31,1,105192,2.2917,1.3,41.8672,29.9668,0.004,41.8672,29.9668
519,中兵红箭,矿物制品,湖南,44.45,9.33,13.93,103.83,67.37,21.16,35.35,2.54,0.116,5.72,1.8,19931008,29.08,2.09,6.61,3.87,21.71,7.32,93465,2.0917,1.6,39.8672,33.9668,0.0041,39.8672,33.9668
2403,爱仕达,家用电器,浙江,17.87,3.31,3.5,49.15,25.31,10.04,12.45,3.56,0.229,6.39,1.28,20100511,6.53,1.86,6.15,-12.7,36.73,4.95,17226,1.65,2.05,34.6,39.4,0.0181,34.6,39.4
300392,腾信股份,互联网,北京,218.07,2.59,3.84,13.92,10.2,1.28,0.82,0.21,0.016,1.3,5.21,20140910,-0.12,-0.03,-1.48,112.28,11.98,0.93,25524,2.3667,1.15,42.4672,27.8668,0,42.4672,27.8668
25,特 力Ａ,汽车服务,深圳,102.71,3.93,4.31,17.12,8.2,1.1,4.31,1,0.104,2.54,8.4,19930621,2.29,0.53,40.57,66.34,24.36,16.09,53772,2.4333,1,42.9328,25.7332,0,42.9328,25.7332
2616,长青集团,环境保护,广东,27.19,4.59,7.42,55.05,13.02,17.1,8.48,1.14,0.129,2.98,2.35,20110920,5.66,0.76,17.13,208.25,28.77,9.64,27086,1.8167,1.9,36.6672,37.6668,0.0287,36.6672,37.6668
300131,英唐智控,元器件,深圳,27.13,7.88,10.7,59.54,46.46,0.74,5.21,0.49,0.111,1.67,3.59,20101019,1.48,0.14,16.53,31.07,8.83,2,46549,2.1917,1.45,40.8672,31.9668,0.0034,40.8672,31.9668
600482,中国动力,电气设备,河北,41.17,8.7,16.95,536.42,375.31,77.43,189.76,11.2,0.311,15.36,1.67,20040714,51.73,3.05,25.24,-14.52,13.17,3.52,37898,2.1917,1.45,40.8672,31.9668,0.0085,40.8672,31.9668
300234,开尔新材,陶瓷,浙江,22.95,1.72,2.9,12.21,5.93,2.2,4.15,1.43,0.25,3.11,3.6,20110622,2.48,0.85,183.31,10079.33,29.52,25.74,16334,2.2833,1.3,41.7328,29.9332,0,41.7328,29.9332
300635,达安股份,建筑工程,广东,48.81,0.59,1.36,11.05,8.61,0.42,1.71,1.26,0.188,4.49,4.08,20170331,2.77,2.03,6.66,0.8,32.56,11,12440,2.2833,1.3,41.7328,29.9332,0.0023,41.7328,29.9332
300075,数字政通,软件服务,北京,26.57,3.01,4.27,30.44,21.65,0.56,9.7,2.27,0.222,5.41,2.18,20100427,8.55,2,34,17.28,38.3,18.13,44565,2.0833,1.6,39.7328,33.9332,0.0027,39.7328,33.9332
600050,中国联通,电信运营,北京,30.62,211.97,310.41,5665.47,813.4,3214.28,799.8,2.58,0.097,4.56,1.31,20021009,343.42,1.11,-2.78,16.75,28.19,2.08,685864,2.0833,1.6,39.7328,33.9332,0.0091,39.7328,33.9332
600367,红星发展,化工原料,贵州,26.73,2.91,2.98,19.71,11.81,5.18,3.24,1.09,0.15,4.4,1.76,20010320,5.1,1.71,4.08,-34.52,26.14,5.71,32675,1.9583,1.75,38.3328,35.8332,0.0053,38.3328,35.8332
300762,上海瀚讯,通信设备,上海,0,0.33,1.33,13.85,13.5,0.07,7.33,5.5,-0.11,8.16,8.05,20190314,1.97,1.48,0,0,61.74,-15.46,63411,2.3583,1.15,42.3328,27.8332,0,42.3328,27.8332
300552,万集科技,软件服务,北京,0,0.41,1.07,13.59,11,1.25,3.62,3.38,-0.105,6.97,5.77,20161021,2.56,2.38,48.08,59.76,27.44,-3.48,12742,2.3583,1.15,42.3328,27.8332,0.0003,42.3328,27.8332
2741,光华科技,化工原料,广东,108.22,2.22,3.74,24.48,13.26,7.83,3.13,0.84,0.053,3.19,3.58,20150216,4.54,1.21,1.33,-77.65,19.9,2.5,31142,2.1833,1.45,40.7328,31.9332,0.0078,40.7328,31.9332
2321,华英农业,农业综合,河南,30.78,5.31,5.34,84.32,54.47,20.67,16.15,3.02,0.106,4.92,1.33,20091216,4.3,0.81,2.75,6.76,7.01,2.16,50192,2.075,1.6,39.6,33.9,0.008,39.6,33.9
300021,大禹节水,农业综合,甘肃,30.66,6.48,7.97,36.82,24.86,3.33,2.54,0.32,0.084,1.79,2.88,20091030,3.97,0.5,7.45,21.12,27.13,7.98,27961,2.075,1.6,39.6,33.9,0.0193,39.6,33.9
603799,华友钴业,小金属,浙江,417.32,10.66,10.79,221.52,109.48,45.79,26.07,2.42,0.03,7.02,3.62,20150129,35.95,3.33,34.21,-97.82,12,0.36,147179,2.275,1.3,41.6,29.9,0.0031,41.6,29.9
300020,银江股份,软件服务,浙江,22.41,6.17,6.56,62.94,43.78,1.94,15.95,2.43,0.191,5.06,1.69,20091030,9.36,1.43,0.64,35.99,25.43,11.53,48745,1.95,1.75,38.2,35.8,0.0036,38.2,35.8
2442,龙星化工,化工原料,河北,141.6,4.8,4.8,27.56,15.07,10.28,4.12,0.86,0.018,2.56,2.02,20100706,2.89,0.6,-3.64,-86.14,11.48,0.62,23810,1.95,1.75,38.2,35.8,0.0198,38.2,35.8
601860,紫金银行,银行,江苏,16.2,3.66,36.61,2042.54,0,14.87,29.77,0.81,0.195,3.54,1.79,20190103,17.24,0.47,22.45,18.41,0,29.73,108372,1.4167,2.2,31.4672,40.8668,0.016,31.4672,40.8668
2246,北化股份,化工原料,四川,33.7,4.5,5.49,37.94,24.85,8.89,9.96,1.81,0.133,4.52,1.99,20080605,8.66,1.58,11.15,20.01,25.39,6.56,41063,2.175,1.45,40.6,31.9,0.0063,40.6,31.9
603727,博迈科,石油开采,天津,141.19,0.95,2.34,26.76,15.23,7.26,14.97,6.39,0.06,9.98,1.69,20161122,6.28,2.68,789.47,122.15,8.63,2.81,22218,2.175,1.45,40.6,31.9,0.0018,40.6,31.9
600787,中储股份,仓储物流,天津,35.59,22,22,209.33,105.31,27.51,36.77,1.67,0.075,5.03,1.06,19970121,34.86,1.58,53.63,108.56,2.96,0.77,57262,2.175,1.45,40.6,31.9,0.0043,40.6,31.9
600579,天华院,化工机械,山东,0,4.11,8.98,160.91,70,15.44,49.94,5.56,-0.092,6.14,1.75,20020809,-4.89,-0.54,1668.04,-894.37,23.31,-1.68,13009,2.175,1.45,40.6,31.9,0,40.6,31.9
2566,益盛药业,中成药,吉林,26.86,2.29,3.31,25.29,20.06,4.23,8.35,2.52,0.121,5.73,1.13,20110318,6.3,1.9,-3.47,1.96,77.12,7.93,22543,1.9417,1.75,38.0672,35.7668,0.0078,38.0672,35.7668
2623,亚玛顿,玻璃,江苏,0,1.6,1.6,40.03,16.43,19.28,14.85,9.28,-0.049,13.81,1.01,20111013,4.95,3.09,-45.84,-141.24,13.67,-1.51,19937,1.9417,1.75,38.0672,35.7668,0,38.0672,35.7668
2193,如意集团,纺织,山东,22.68,2.61,2.62,49.16,32.25,13.04,15.96,6.1,0.193,10.1,0.87,20071207,7.01,2.68,2.14,74.95,27.48,8.45,15761,1.9417,1.75,38.0672,35.7668,0.0057,38.0672,35.7668
600459,贵研铂业,小金属,云南,32.99,4.38,4.38,63.65,51.66,8.59,19.93,4.55,0.29,7.09,2.37,20030516,5.8,1.32,20.1,47.77,3.33,1.07,58024,2.0667,1.6,39.4672,33.8668,0.0111,39.4672,33.8668
601616,广电电气,电气设备,上海,78.22,9.36,9.36,28.87,19.9,1.64,13.51,1.44,0.021,2.66,1.21,20110201,0.91,0.1,-11.14,4.86,26.41,6.72,62444,2.0667,1.6,39.4672,33.8668,0.0127,39.4672,33.8668
2122,*ST天马,机械基件,浙江,0,11.88,11.88,73.74,39.87,8.35,3.59,0.3,-0.254,2.48,0.78,20070328,9.95,0.84,-21.53,-204.19,11.72,-45.29,57600,2.0667,1.6,39.4672,33.8668,0,39.4672,33.8668
600679,上海凤凰,文教休闲,上海,135.41,2.31,4.02,17.84,6.3,1.26,7.63,1.9,0.046,3.42,3.63,19931008,1.18,0.29,12.03,-3.65,20.31,4.65,46333,2.2667,1.3,41.4672,29.8668,0,41.4672,29.8668
603718,海利生物,生物制药,上海,269.37,6.44,6.44,17.63,8.1,3.9,1.47,0.23,0.024,1.65,7.91,20150515,2.01,0.31,28.55,-51.25,46.3,11.26,18554,2.3417,1.15,42.0672,27.7668,0.0008,42.0672,27.7668
603477,振静股份,纺织,四川,38,1.14,2.4,14.03,9.57,2,3.74,1.56,0.101,3.48,2.21,20171218,2.02,0.84,-9.78,-13.06,16.82,8.57,23782,1.9333,1.75,37.9328,35.7332,0.0106,37.9328,35.7332
2094,青岛金王,日用化工,山东,5.93,6.28,6.93,59.66,45.14,2,11.17,1.61,0.406,4.58,1.05,20061215,12.24,1.77,-3.49,119.66,17.39,10.62,37257,1.9333,1.75,37.9328,35.7332,0,37.9328,35.7332
300291,华录百纳,影视音像,北京,38.01,6.04,8.17,34.82,31.36,0.03,45.34,5.55,0.079,3.72,1.61,20120209,-23.44,-2.87,10.98,124.19,24,17.85,25373,2.1667,1.45,40.4672,31.8668,0.0048,40.4672,31.8668
601226,华电重工,专用机械,北京,90.6,11.55,11.55,84.64,72.35,8.79,12.2,1.06,0.023,3.11,1.36,20141211,10.55,0.91,18.48,205.11,11.15,0.92,48208,2.1667,1.45,40.4672,31.8668,0.0036,40.4672,31.8668
600587,新华医疗,医疗保健,山东,4.97,4.03,4.06,124.44,56.91,23.43,16.01,3.94,1.706,9.79,1.73,20020927,18.59,4.58,-10.11,1116.84,21.73,16.62,35520,2.1667,1.45,40.4672,31.8668,0.0027,40.4672,31.8668
600363,联创光电,元器件,江西,28.84,4.43,4.43,55.47,33.08,5.43,6.35,1.43,0.217,5.68,2.21,20010329,12.73,2.87,23.41,-15.66,11.62,4.65,39295,2.0583,1.6,39.3328,33.8332,0.0043,39.3328,33.8332
603817,海峡环保,环境保护,福建,24.76,1.8,4.5,37.2,7.86,14.37,6.26,1.39,0.14,3.47,2,20170220,4.41,0.98,57.19,25.07,45.95,20.84,38902,1.7833,1.9,36.1328,37.5332,0.0076,36.1328,37.5332
603722,阿科力,化工原料,江苏,58.2,0.41,0.87,6.71,3.13,2.31,2.46,2.84,0.208,5.99,4.03,20171025,1.65,1.9,35.86,-21.35,16.46,6.86,13838,2.2583,1.3,41.3328,29.8332,0.0084,41.3328,29.8332
603879,永悦科技,化工原料,福建,55.63,1.12,2,5.91,5.08,0.49,1.86,0.93,0.066,2.56,2.86,20170614,1.19,0.59,-20.67,-37.75,16.56,6.3,9258,2.2583,1.3,41.3328,29.8332,0.0068,41.3328,29.8332
600824,益民集团,百货,上海,22.57,10.54,10.54,32.08,15.27,1.76,1.56,0.15,0.079,2.32,1.53,19940204,10.17,0.96,-7.05,-12.47,43.22,10.81,64679,1.925,1.75,37.8,35.7,0.0091,37.8,35.7
2819,东方中科,电器仪表,北京,82.77,0.62,1.57,9.5,8.88,0.51,0.79,0.5,0.113,3.09,6.04,20161111,2.34,1.49,19.1,62.83,18.83,3.88,9311,2.3333,1.15,41.9328,27.7332,0.0017,41.9328,27.7332
2097,山河智能,工程机械,湖南,10.34,8.59,10.88,153.53,92.9,41.05,23,2.11,0.291,4.44,1.35,20061222,12,1.1,33.28,5.55,30.3,8.71,74205,1.6,2.05,33.8,39.2,0.0172,33.8,39.2
300324,旋极信息,软件服务,北京,34.67,10.55,17.11,76.95,49.48,3.56,23.57,1.38,0.081,2.98,1.88,20120608,9.97,0.58,-16.64,-42.95,38.08,9.87,67257,2.05,1.6,39.2,33.8,0,39.2,33.8
2325,洪涛股份,装修装饰,深圳,24.93,9.2,12.49,122.09,88.09,13.63,8.73,0.7,0.064,2.54,1.25,20091222,9.91,0.79,-6.6,-27.76,22.49,4.17,53387,2.05,1.6,39.2,33.8,0.0032,39.2,33.8
300381,溢多利,生物制药,广东,54.94,4.29,4.29,44.12,20.46,12.85,10.33,2.41,0.091,5.04,1.99,20140128,5.76,1.34,8.41,24.92,35.48,4.58,12776,2.05,1.6,39.2,33.8,0.0061,39.2,33.8
2909,集泰股份,化工原料,广东,29.56,0.76,1.68,9.44,6.43,2.26,1.9,1.13,0.186,2.74,4.01,20171026,0.94,0.56,6.14,270.63,32.42,6.72,16460,2.1583,1.45,40.3328,31.8332,0.0138,40.3328,31.8332
603002,宏昌电子,化工原料,广东,56.97,6.14,6.14,17.04,11.1,5.61,1.01,0.16,0.034,1.8,2.18,20120518,3.34,0.54,-7.09,-39.05,9.31,2.72,36613,2.1583,1.45,40.3328,31.8332,0.0106,40.3328,31.8332
600055,万东医疗,医疗保健,北京,65.01,5.41,5.41,23.1,12.67,1.95,8.22,1.52,0.082,3.58,2.98,19970519,4.71,0.87,-0.61,4.2,46.55,11.73,21854,2.1583,1.45,40.3328,31.8332,0.0094,40.3328,31.8332
603166,福达股份,汽车配件,广西,24.11,5.92,5.95,33.27,13.69,14.3,10.63,1.79,0.123,3.5,1.69,20141127,3.8,0.64,-3.34,8.52,24.02,9.69,26209,1.775,1.9,36,37.5,0.026,36,37.5
2173,创新医疗,医疗保健,浙江,0,3.71,4.55,41.48,15.78,10.98,27.54,6.05,-0.089,7.86,0.78,20070925,3.42,0.75,-1.89,-145.66,29.11,-8.3,14973,1.775,1.9,36,37.5,0.0165,36,37.5
2177,御银股份,IT设备,广东,37.68,7.61,7.61,17.66,6.87,1.32,0.3,0.04,0.077,2.16,2.69,20071101,7.91,1.04,-60.92,1211.54,39.52,63.42,95438,2.25,1.3,41.2,29.8,0.0026,41.2,29.8
300275,梅安森,软件服务,重庆,58.91,1.18,1.68,7.83,3.79,1.02,2.38,1.42,0.08,3.05,3.11,20111102,0.68,0.41,30.61,11.28,51.16,12.23,19400,2.25,1.3,41.2,29.8,0,41.2,29.8
600868,梅雁吉祥,水力发电,广东,119.65,18.98,18.98,23.88,2.81,15.98,4.1,0.22,0.015,1.22,2.89,19940912,-0.62,-0.03,61.46,311.47,39.74,18.28,340967,2.25,1.3,41.2,29.8,0.0012,41.2,29.8
2123,梦网集团,互联网,深圳,51.63,6.35,8.09,64.92,27.88,3.81,24.63,3.04,0.154,5.69,2.79,20070328,14.75,1.82,-14.76,16.58,24.72,9.42,43123,2.25,1.3,41.2,29.8,0,41.2,29.8
753,漳州发展,汽车服务,福建,33.16,8.84,9.91,53.31,36.37,2.91,6.31,0.64,0.045,2.29,1.29,19970626,5.66,0.57,3.66,-11.16,18.27,3.35,73209,1.9167,1.75,37.6672,35.6668,0.0103,37.6672,35.6668
2539,云图控股,农药化肥,四川,18.96,6.06,10.1,102.21,47.12,38.1,11.26,1.12,0.121,3.1,1.48,20110118,8.46,0.84,16.17,34.9,15.36,2.84,41500,1.5917,2.05,33.6672,39.1668,0.0356,33.6672,39.1668
603636,南威软件,软件服务,福建,120.9,5.25,5.27,28.42,11.16,1.85,7.11,1.35,0.046,3.27,3.44,20141230,4.36,0.83,68.29,2.1,32.94,5.27,31007,2.0417,1.6,39.0672,33.7668,0.0117,39.0672,33.7668
545,金浦钛业,化工原料,吉林,42.02,9.59,9.87,31.73,12.81,11.35,-0.64,-0.06,0.039,2.12,1.56,19931215,11.04,1.12,-7.35,-37.16,19.21,4.32,72132,2.0417,1.6,39.0672,33.7668,0,39.0672,33.7668
603099,长白山,旅游景点,吉林,0,2.67,2.67,12.26,2.32,6.99,2.86,1.07,-0.088,3.68,2.54,20140822,3.59,1.35,17.91,43.9,4.58,-18.21,22192,2.0417,1.6,39.0672,33.7668,0.0029,39.0672,33.7668
990,诚志股份,化工原料,江西,55.13,3.88,12.53,237.96,52.49,37.98,129.04,10.3,0.137,12.99,1.17,20000706,24.02,1.92,-2.33,-47.33,29.96,6.35,34520,2.0417,1.6,39.0672,33.7668,0,39.0672,33.7668
600767,ST运盛,医疗保健,上海,0,3.41,3.41,4.59,2.04,0.02,0.35,0.1,-0.029,0.81,6.96,19961115,-1.06,-0.31,7.85,31.39,23.17,-13.49,30130,2.325,1.15,41.8,27.7,0,41.8,27.7
56,皇庭国际,房产服务,深圳,40.63,9.04,11.75,132.04,27.14,2.1,18.95,1.61,0.077,4.62,1.35,19960708,21.31,1.81,6.19,-10.99,70.69,18.57,26440,2.15,1.45,40.2,31.8,0.0018,40.2,31.8
